약물구분,ATC코드,ATC코드명,시도명칭,시군구명칭,기간_dt,연도,월,수량,금액,처방량_per_capita,금액_per_capita,총거주자수,세대수,세대당인구,남여비율,고령인구비율,남자인구수,여자인구수,고령인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세이상
A10A,A10A,INSULINS AND ANALOGUES,서울,강남구,2025-10-01,2025,10,36098,553506103,0.06571229889284115,1007.5948384771377,549334.0,240425.0,2.28,0.91,0.22700943324097908,262391.0,286943.0,124704,32017,63995,63327,79940,98637,86714,62291,42884,16821,2628,80
A10A,A10A,INSULINS AND ANALOGUES,서울,강동구,2025-10-01,2025,10,20781,297139708,0.04185321466765756,598.4433850733403,496521.0,220462.0,2.25,0.95,0.2667661589338618,241916.0,254605.0,132455,32254,43469,55993,77150,80619,74581,71738,43123,15135,2392,67
A10A,A10A,INSULINS AND ANALOGUES,서울,강북구,2025-10-01,2025,10,3889,55609207,0.014012192661343787,200.36176966535035,277544.0,140794.0,1.97,0.93,0.3499769405932032,133409.0,144135.0,97134,9682,17899,34511,34089,36121,48108,47186,31860,16112,1939,37
A10A,A10A,INSULINS AND ANALOGUES,서울,강서구,2025-10-01,2025,10,14785,199104535,0.027024161812309565,363.92513841086594,547103.0,271142.0,2.02,0.91,0.274390745435503,261319.0,285784.0,150120,26902,40069,72139,95704,81442,80727,78484,49073,19350,3125,88
A10A,A10A,INSULINS AND ANALOGUES,서울,관악구,2025-10-01,2025,10,4290,63324133,0.009031921209645839,133.31901629956505,474982.0,286091.0,1.66,1.01,0.2552412512474157,238765.0,236217.0,121235,14024,23735,101747,92902,57458,63881,59550,40647,18807,2190,41
A10A,A10A,INSULINS AND ANALOGUES,서울,광진구,2025-10-01,2025,10,13401,223375800,0.04067602145348255,678.0120015662135,329457.0,169520.0,1.94,0.92,0.2580640265649235,157621.0,171836.0,85021,13562,22853,55339,56435,45607,50640,45394,26094,11752,1744,37
A10A,A10A,INSULINS AND ANALOGUES,서울,구로구,2025-10-01,2025,10,15446,227831288,0.040322559592336465,594.7650322011377,383061.0,183121.0,2.09,0.96,0.2978246284534317,187219.0,195842.0,114085,19737,27133,46393,61074,54832,59807,57771,38209,15967,2096,42
A10A,A10A,INSULINS AND ANALOGUES,서울,금천구,2025-10-01,2025,10,2276,33109509,0.010236160270565642,148.9078385780912,222349.0,120559.0,1.84,1.01,0.30657210061659823,111535.0,110814.0,68166,8435,12040,32031,39264,27460,34953,36746,21126,9089,1178,27
A10A,A10A,INSULINS AND ANALOGUES,서울,노원구,2025-10-01,2025,10,22697,383722378,0.046987437997366696,794.3839029156765,483044.0,215709.0,2.24,0.92,0.2906381199228228,231145.0,251899.0,140391,23118,44402,61702,60758,68917,83756,72087,44196,20665,3352,91
A10A,A10A,INSULINS AND ANALOGUES,서울,도봉구,2025-10-01,2025,10,6288,100975742,0.021045867137922725,337.9647026534929,298776.0,137831.0,2.17,0.93,0.3466476557688703,144162.0,154614.0,103570,11961,21229,33660,37077,39464,51815,52766,32672,15813,2249,70
A10A,A10A,INSULINS AND ANALOGUES,서울,동대문구,2025-10-01,2025,10,15568,247102434,0.04549958060188744,722.1902050812931,342157.0,174256.0,1.96,0.95,0.27994458684171303,166780.0,175377.0,95785,17306,22659,55142,52612,47095,51558,48071,30646,15002,2011,55
A10A,A10A,INSULINS AND ANALOGUES,서울,동작구,2025-10-01,2025,10,15468,230676277,0.041735695513979355,622.4098047045745,370618.0,185517.0,2.0,0.93,0.2695605718016934,178785.0,191833.0,99904,17507,25006,60311,61118,50949,55823,49603,32596,15449,2203,53
A10A,A10A,INSULINS AND ANALOGUES,서울,마포구,2025-10-01,2025,10,3240,53499363,0.009114334259769779,150.49724600825917,355484.0,178382.0,1.99,0.87,0.23333258318236544,164986.0,190498.0,82946,18361,25712,55046,64252,54104,55063,42129,25061,13608,2106,42
A10A,A10A,INSULINS AND ANALOGUES,서울,서대문구,2025-10-01,2025,10,26685,388126714,0.08941076346773708,1300.4574038210244,298454.0,144710.0,2.06,0.9,0.27642115702922393,141064.0,157390.0,82499,15328,21674,45253,44600,41916,47184,41257,25267,13876,2046,53
A10A,A10A,INSULINS AND ANALOGUES,서울,서초구,2025-10-01,2025,10,14312,224363140,0.03498778898784277,548.4886947295854,409057.0,170526.0,2.4,0.9,0.23246393534397405,194302.0,214755.0,95091,26333,45273,48012,57163,70376,66809,47713,31821,13392,2108,57
A10A,A10A,INSULINS AND ANALOGUES,서울,성동구,2025-10-01,2025,10,5345,84161248,0.019625842222181424,309.02439185591805,272345.0,131667.0,2.07,0.93,0.2653472617452129,131490.0,140855.0,72266,15629,17206,38073,47622,39215,42334,37942,21921,10840,1531,32
A10A,A10A,INSULINS AND ANALOGUES,서울,성북구,2025-10-01,2025,10,11217,197525356,0.026641870274969184,469.1490514905149,421029.0,197352.0,2.13,0.91,0.2757387258359875,201153.0,219876.0,116094,21617,33920,62895,56661,59644,70198,58180,36617,18565,2668,64
A10A,A10A,INSULINS AND ANALOGUES,서울,송파구,2025-10-01,2025,10,34201,502383794,0.05337076459967635,783.971439673293,640819.0,283767.0,2.26,0.92,0.25197442647611884,306837.0,333982.0,161470,39529,56717,76975,105509,103088,97531,86947,52395,18928,3120,80
A10A,A10A,INSULINS AND ANALOGUES,서울,양천구,2025-10-01,2025,10,8831,143878699,0.020833824826954925,339.43422163924527,423878.0,178221.0,2.38,0.95,0.2713233524740609,206231.0,217647.0,115008,22775,46228,47271,51721,69110,71765,61877,36954,13965,2148,64
A10A,A10A,INSULINS AND ANALOGUES,서울,영등포구,2025-10-01,2025,10,12689,193047922,0.03438492472115937,523.1254051183108,369028.0,190457.0,1.94,0.95,0.25784764299727936,180023.0,189005.0,95153,19869,22281,53188,73565,51720,53252,48412,30272,14285,2133,51
A10A,A10A,INSULINS AND ANALOGUES,서울,용산구,2025-10-01,2025,10,4793,70450005,0.02403265191514112,353.24440800854404,199437.0,101046.0,1.97,0.91,0.2690222977682175,94965.0,104472.0,53653,9888,12541,26638,36973,28522,31222,27707,15808,8562,1529,47
A10A,A10A,INSULINS AND ANALOGUES,서울,은평구,2025-10-01,2025,10,8623,129576182,0.018998622968879098,285.48869622693474,453875.0,212883.0,2.13,0.9,0.299245386945745,214600.0,239275.0,135820,20636,33697,56491,66414,64699,76118,68406,43326,21158,2871,59
A10A,A10A,INSULINS AND ANALOGUES,서울,종로구,2025-10-01,2025,10,34044,516822189,0.2507088098622147,3806.012099476401,135791.0,71209.0,1.91,0.92,0.3010582439189637,65063.0,70728.0,40881,5147,9236,20293,19698,18058,22478,20566,12287,6830,1166,32
A10A,A10A,INSULINS AND ANALOGUES,서울,중구,2025-10-01,2025,10,3097,45072562,0.026486611304489125,385.4760833682554,116927.0,63064.0,1.85,0.92,0.3046345155524387,56082.0,60845.0,35620,4999,5788,15839,21102,15962,17617,17643,11223,5761,975,18
A10A,A10A,INSULINS AND ANALOGUES,서울,중랑구,2025-10-01,2025,10,7695,120929070,0.020508733868861373,322.300469608695,375206.0,187571.0,2.0,0.95,0.3191127007563845,183154.0,192052.0,119733,16780,23077,45174,58305,50650,61487,63691,37437,16324,2225,56
A10A,A10A,INSULINS AND ANALOGUES,서울,강남구,2025-09-01,2025,9,38124,585145935,0.06940040121310533,1065.191550131614,549334.0,240425.0,2.28,0.91,0.22700943324097908,262391.0,286943.0,124704,32017,63995,63327,79940,98637,86714,62291,42884,16821,2628,80
A10A,A10A,INSULINS AND ANALOGUES,서울,강동구,2025-09-01,2025,9,23914,336354051,0.04816311898187589,677.4216015032597,496521.0,220462.0,2.25,0.95,0.2667661589338618,241916.0,254605.0,132455,32254,43469,55993,77150,80619,74581,71738,43123,15135,2392,67
A10A,A10A,INSULINS AND ANALOGUES,서울,강북구,2025-09-01,2025,9,4064,56246199,0.014642723315942697,202.65687242383189,277544.0,140794.0,1.97,0.93,0.3499769405932032,133409.0,144135.0,97134,9682,17899,34511,34089,36121,48108,47186,31860,16112,1939,37
A10A,A10A,INSULINS AND ANALOGUES,서울,강서구,2025-09-01,2025,9,15711,203882270,0.02871671330626957,372.6579273007094,547103.0,271142.0,2.02,0.91,0.274390745435503,261319.0,285784.0,150120,26902,40069,72139,95704,81442,80727,78484,49073,19350,3125,88
A10A,A10A,INSULINS AND ANALOGUES,서울,관악구,2025-09-01,2025,9,5547,82101796,0.01167833728436025,172.85243651338365,474982.0,286091.0,1.66,1.01,0.2552412512474157,238765.0,236217.0,121235,14024,23735,101747,92902,57458,63881,59550,40647,18807,2190,41
A10A,A10A,INSULINS AND ANALOGUES,서울,광진구,2025-09-01,2025,9,14641,238773116,0.04443979032165047,724.7474359324585,329457.0,169520.0,1.94,0.92,0.2580640265649235,157621.0,171836.0,85021,13562,22853,55339,56435,45607,50640,45394,26094,11752,1744,37
A10A,A10A,INSULINS AND ANALOGUES,서울,구로구,2025-09-01,2025,9,18871,279079043,0.04926369429412026,728.549873257784,383061.0,183121.0,2.09,0.96,0.2978246284534317,187219.0,195842.0,114085,19737,27133,46393,61074,54832,59807,57771,38209,15967,2096,42
A10A,A10A,INSULINS AND ANALOGUES,서울,금천구,2025-09-01,2025,9,2355,34391062,0.010591457573454345,154.67153888706494,222349.0,120559.0,1.84,1.01,0.30657210061659823,111535.0,110814.0,68166,8435,12040,32031,39264,27460,34953,36746,21126,9089,1178,27
A10A,A10A,INSULINS AND ANALOGUES,서울,노원구,2025-09-01,2025,9,25293,428973528,0.052361689618337044,888.0630501569216,483044.0,215709.0,2.24,0.92,0.2906381199228228,231145.0,251899.0,140391,23118,44402,61702,60758,68917,83756,72087,44196,20665,3352,91
A10A,A10A,INSULINS AND ANALOGUES,서울,도봉구,2025-09-01,2025,9,7116,109785667,0.02381717407020644,367.4514251479369,298776.0,137831.0,2.17,0.93,0.3466476557688703,144162.0,154614.0,103570,11961,21229,33660,37077,39464,51815,52766,32672,15813,2249,70
A10A,A10A,INSULINS AND ANALOGUES,서울,동대문구,2025-09-01,2025,9,17731,279338982,0.05182123995709572,816.405866312833,342157.0,174256.0,1.96,0.95,0.27994458684171303,166780.0,175377.0,95785,17306,22659,55142,52612,47095,51558,48071,30646,15002,2011,55
A10A,A10A,INSULINS AND ANALOGUES,서울,동작구,2025-09-01,2025,9,18372,281118227,0.049571256657798594,758.5120717288421,370618.0,185517.0,2.0,0.93,0.2695605718016934,178785.0,191833.0,99904,17507,25006,60311,61118,50949,55823,49603,32596,15449,2203,53
A10A,A10A,INSULINS AND ANALOGUES,서울,마포구,2025-09-01,2025,9,3413,56984428,0.009600994700183411,160.3009643190692,355484.0,178382.0,1.99,0.87,0.23333258318236544,164986.0,190498.0,82946,18361,25712,55046,64252,54104,55063,42129,25061,13608,2106,42
A10A,A10A,INSULINS AND ANALOGUES,서울,서대문구,2025-09-01,2025,9,27340,390836405,0.09160540652830922,1309.5364947362073,298454.0,144710.0,2.06,0.9,0.27642115702922393,141064.0,157390.0,82499,15328,21674,45253,44600,41916,47184,41257,25267,13876,2046,53
A10A,A10A,INSULINS AND ANALOGUES,서울,서초구,2025-09-01,2025,9,16815,269992595,0.04110674062538962,660.0366085900009,409057.0,170526.0,2.4,0.9,0.23246393534397405,194302.0,214755.0,95091,26333,45273,48012,57163,70376,66809,47713,31821,13392,2108,57
A10A,A10A,INSULINS AND ANALOGUES,서울,성동구,2025-09-01,2025,9,6093,94677743,0.02237235858928932,347.6389983293249,272345.0,131667.0,2.07,0.93,0.2653472617452129,131490.0,140855.0,72266,15629,17206,38073,47622,39215,42334,37942,21921,10840,1531,32
A10A,A10A,INSULINS AND ANALOGUES,서울,성북구,2025-09-01,2025,9,12075,209605589,0.028679734650107237,497.84121521320384,421029.0,197352.0,2.13,0.91,0.2757387258359875,201153.0,219876.0,116094,21617,33920,62895,56661,59644,70198,58180,36617,18565,2668,64
A10A,A10A,INSULINS AND ANALOGUES,서울,송파구,2025-09-01,2025,9,33643,494149913,0.05250000390125761,771.1224433108257,640819.0,283767.0,2.26,0.92,0.25197442647611884,306837.0,333982.0,161470,39529,56717,76975,105509,103088,97531,86947,52395,18928,3120,80
A10A,A10A,INSULINS AND ANALOGUES,서울,양천구,2025-09-01,2025,9,10017,162950630,0.023631799715956005,384.42813734140486,423878.0,178221.0,2.38,0.95,0.2713233524740609,206231.0,217647.0,115008,22775,46228,47271,51721,69110,71765,61877,36954,13965,2148,64
A10A,A10A,INSULINS AND ANALOGUES,서울,영등포구,2025-09-01,2025,9,14765,213080209,0.04001051410733061,577.4093266635595,369028.0,190457.0,1.94,0.95,0.25784764299727936,180023.0,189005.0,95153,19869,22281,53188,73565,51720,53252,48412,30272,14285,2133,51
A10A,A10A,INSULINS AND ANALOGUES,서울,용산구,2025-09-01,2025,9,4941,72376562,0.024774740895621174,362.9043858461569,199437.0,101046.0,1.97,0.91,0.2690222977682175,94965.0,104472.0,53653,9888,12541,26638,36973,28522,31222,27707,15808,8562,1529,47
A10A,A10A,INSULINS AND ANALOGUES,서울,은평구,2025-09-01,2025,9,10335,154082871,0.022770586615257504,339.4830537042137,453875.0,212883.0,2.13,0.9,0.299245386945745,214600.0,239275.0,135820,20636,33697,56491,66414,64699,76118,68406,43326,21158,2871,59
A10A,A10A,INSULINS AND ANALOGUES,서울,종로구,2025-09-01,2025,9,39281,582397632,0.2892754306250046,4288.926600437437,135791.0,71209.0,1.91,0.92,0.3010582439189637,65063.0,70728.0,40881,5147,9236,20293,19698,18058,22478,20566,12287,6830,1166,32
A10A,A10A,INSULINS AND ANALOGUES,서울,중구,2025-09-01,2025,9,3692,52957336,0.03157525635653014,452.9093879086952,116927.0,63064.0,1.85,0.92,0.3046345155524387,56082.0,60845.0,35620,4999,5788,15839,21102,15962,17617,17643,11223,5761,975,18
A10A,A10A,INSULINS AND ANALOGUES,서울,중랑구,2025-09-01,2025,9,8701,138932041,0.023189927666401922,370.28203440243493,375206.0,187571.0,2.0,0.95,0.3191127007563845,183154.0,192052.0,119733,16780,23077,45174,58305,50650,61487,63691,37437,16324,2225,56
A10A,A10A,INSULINS AND ANALOGUES,서울,강남구,2025-08-01,2025,8,39914,607625708,0.0726588924042568,1106.1134173380858,549334.0,240425.0,2.28,0.91,0.22700943324097908,262391.0,286943.0,124704,32017,63995,63327,79940,98637,86714,62291,42884,16821,2628,80
A10A,A10A,INSULINS AND ANALOGUES,서울,강동구,2025-08-01,2025,8,20392,286966552,0.041069763413833456,577.954511490954,496521.0,220462.0,2.25,0.95,0.2667661589338618,241916.0,254605.0,132455,32254,43469,55993,77150,80619,74581,71738,43123,15135,2392,67
A10A,A10A,INSULINS AND ANALOGUES,서울,강북구,2025-08-01,2025,8,3863,53697803,0.01391851382123195,193.4749192920762,277544.0,140794.0,1.97,0.93,0.3499769405932032,133409.0,144135.0,97134,9682,17899,34511,34089,36121,48108,47186,31860,16112,1939,37
A10A,A10A,INSULINS AND ANALOGUES,서울,강서구,2025-08-01,2025,8,14659,197247459,0.026793857829330126,360.5307574624888,547103.0,271142.0,2.02,0.91,0.274390745435503,261319.0,285784.0,150120,26902,40069,72139,95704,81442,80727,78484,49073,19350,3125,88
A10A,A10A,INSULINS AND ANALOGUES,서울,관악구,2025-08-01,2025,8,4415,65880834,0.009295089077059763,138.7017486978454,474982.0,286091.0,1.66,1.01,0.2552412512474157,238765.0,236217.0,121235,14024,23735,101747,92902,57458,63881,59550,40647,18807,2190,41
A10A,A10A,INSULINS AND ANALOGUES,서울,광진구,2025-08-01,2025,8,13682,221231150,0.04152894004376899,671.5023508378939,329457.0,169520.0,1.94,0.92,0.2580640265649235,157621.0,171836.0,85021,13562,22853,55339,56435,45607,50640,45394,26094,11752,1744,37
A10A,A10A,INSULINS AND ANALOGUES,서울,구로구,2025-08-01,2025,8,15695,235321235,0.040972586611531844,614.3179154233922,383061.0,183121.0,2.09,0.96,0.2978246284534317,187219.0,195842.0,114085,19737,27133,46393,61074,54832,59807,57771,38209,15967,2096,42
A10A,A10A,INSULINS AND ANALOGUES,서울,금천구,2025-08-01,2025,8,2318,33804748,0.010425052507544446,152.03463024344612,222349.0,120559.0,1.84,1.01,0.30657210061659823,111535.0,110814.0,68166,8435,12040,32031,39264,27460,34953,36746,21126,9089,1178,27
A10A,A10A,INSULINS AND ANALOGUES,서울,노원구,2025-08-01,2025,8,23310,401540180,0.048256473530361624,831.2704018681528,483044.0,215709.0,2.24,0.92,0.2906381199228228,231145.0,251899.0,140391,23118,44402,61702,60758,68917,83756,72087,44196,20665,3352,91
A10A,A10A,INSULINS AND ANALOGUES,서울,도봉구,2025-08-01,2025,8,6186,98373297,0.020704474254960237,329.2543477387742,298776.0,137831.0,2.17,0.93,0.3466476557688703,144162.0,154614.0,103570,11961,21229,33660,37077,39464,51815,52766,32672,15813,2249,70
A10A,A10A,INSULINS AND ANALOGUES,서울,동대문구,2025-08-01,2025,8,15525,239996720,0.04537390729986527,701.4227971369868,342157.0,174256.0,1.96,0.95,0.27994458684171303,166780.0,175377.0,95785,17306,22659,55142,52612,47095,51558,48071,30646,15002,2011,55
A10A,A10A,INSULINS AND ANALOGUES,서울,동작구,2025-08-01,2025,8,15284,226629539,0.04123922745252524,611.4909124759185,370618.0,185517.0,2.0,0.93,0.2695605718016934,178785.0,191833.0,99904,17507,25006,60311,61118,50949,55823,49603,32596,15449,2203,53
A10A,A10A,INSULINS AND ANALOGUES,서울,마포구,2025-08-01,2025,8,3345,55890998,0.00940970620337343,157.22507342102597,355484.0,178382.0,1.99,0.87,0.23333258318236544,164986.0,190498.0,82946,18361,25712,55046,64252,54104,55063,42129,25061,13608,2106,42
A10A,A10A,INSULINS AND ANALOGUES,서울,서대문구,2025-08-01,2025,8,25498,363159398,0.08543360115796739,1216.8019125225328,298454.0,144710.0,2.06,0.9,0.27642115702922393,141064.0,157390.0,82499,15328,21674,45253,44600,41916,47184,41257,25267,13876,2046,53
A10A,A10A,INSULINS AND ANALOGUES,서울,서초구,2025-08-01,2025,8,15190,235935315,0.03713418912278729,576.7785785355097,409057.0,170526.0,2.4,0.9,0.23246393534397405,194302.0,214755.0,95091,26333,45273,48012,57163,70376,66809,47713,31821,13392,2108,57
A10A,A10A,INSULINS AND ANALOGUES,서울,성동구,2025-08-01,2025,8,5638,86706284,0.02070168352640952,318.3692889533496,272345.0,131667.0,2.07,0.93,0.2653472617452129,131490.0,140855.0,72266,15629,17206,38073,47622,39215,42334,37942,21921,10840,1531,32
A10A,A10A,INSULINS AND ANALOGUES,서울,성북구,2025-08-01,2025,8,11159,195896826,0.026504112543316492,465.2810756503709,421029.0,197352.0,2.13,0.91,0.2757387258359875,201153.0,219876.0,116094,21617,33920,62895,56661,59644,70198,58180,36617,18565,2668,64
A10A,A10A,INSULINS AND ANALOGUES,서울,송파구,2025-08-01,2025,8,31704,478441237,0.049474188499404666,746.6090065993674,640819.0,283767.0,2.26,0.92,0.25197442647611884,306837.0,333982.0,161470,39529,56717,76975,105509,103088,97531,86947,52395,18928,3120,80
A10A,A10A,INSULINS AND ANALOGUES,서울,양천구,2025-08-01,2025,8,8818,142626847,0.02080315562496756,336.4808907279925,423878.0,178221.0,2.38,0.95,0.2713233524740609,206231.0,217647.0,115008,22775,46228,47271,51721,69110,71765,61877,36954,13965,2148,64
A10A,A10A,INSULINS AND ANALOGUES,서울,영등포구,2025-08-01,2025,8,17828,246969777,0.04831069729126245,669.244005874893,369028.0,190457.0,1.94,0.95,0.25784764299727936,180023.0,189005.0,95153,19869,22281,53188,73565,51720,53252,48412,30272,14285,2133,51
A10A,A10A,INSULINS AND ANALOGUES,서울,용산구,2025-08-01,2025,8,5208,76453375,0.02611350952932505,383.34599397303407,199437.0,101046.0,1.97,0.91,0.2690222977682175,94965.0,104472.0,53653,9888,12541,26638,36973,28522,31222,27707,15808,8562,1529,47
A10A,A10A,INSULINS AND ANALOGUES,서울,은평구,2025-08-01,2025,8,8381,123829545,0.018465436518865327,272.82741944367945,453875.0,212883.0,2.13,0.9,0.299245386945745,214600.0,239275.0,135820,20636,33697,56491,66414,64699,76118,68406,43326,21158,2871,59
A10A,A10A,INSULINS AND ANALOGUES,서울,종로구,2025-08-01,2025,8,34478,522114954,0.25390489796820115,3844.989388103777,135791.0,71209.0,1.91,0.92,0.3010582439189637,65063.0,70728.0,40881,5147,9236,20293,19698,18058,22478,20566,12287,6830,1166,32
A10A,A10A,INSULINS AND ANALOGUES,서울,중구,2025-08-01,2025,8,2653,37891510,0.022689370290865242,324.06125189220626,116927.0,63064.0,1.85,0.92,0.3046345155524387,56082.0,60845.0,35620,4999,5788,15839,21102,15962,17617,17643,11223,5761,975,18
A10A,A10A,INSULINS AND ANALOGUES,서울,중랑구,2025-08-01,2025,8,7667,118122597,0.02043410819656402,314.82065052264625,375206.0,187571.0,2.0,0.95,0.3191127007563845,183154.0,192052.0,119733,16780,23077,45174,58305,50650,61487,63691,37437,16324,2225,56
A10A,A10A,INSULINS AND ANALOGUES,서울,강남구,2025-07-01,2025,7,40416,624505271,0.07357272624669145,1136.8407398777429,549334.0,240425.0,2.28,0.91,0.22700943324097908,262391.0,286943.0,124704,32017,63995,63327,79940,98637,86714,62291,42884,16821,2628,80
A10A,A10A,INSULINS AND ANALOGUES,서울,강동구,2025-07-01,2025,7,24334,339565085,0.049009004654385215,683.8886673474033,496521.0,220462.0,2.25,0.95,0.2667661589338618,241916.0,254605.0,132455,32254,43469,55993,77150,80619,74581,71738,43123,15135,2392,67
A10A,A10A,INSULINS AND ANALOGUES,서울,강북구,2025-07-01,2025,7,4107,59275482,0.014797653705358429,213.57147695500532,277544.0,140794.0,1.97,0.93,0.3499769405932032,133409.0,144135.0,97134,9682,17899,34511,34089,36121,48108,47186,31860,16112,1939,37
A10A,A10A,INSULINS AND ANALOGUES,서울,강서구,2025-07-01,2025,7,14667,203883121,0.02680848030443993,372.6594827664992,547103.0,271142.0,2.02,0.91,0.274390745435503,261319.0,285784.0,150120,26902,40069,72139,95704,81442,80727,78484,49073,19350,3125,88
A10A,A10A,INSULINS AND ANALOGUES,서울,관악구,2025-07-01,2025,7,5134,75088136,0.010808830650424648,158.08627695365297,474982.0,286091.0,1.66,1.01,0.2552412512474157,238765.0,236217.0,121235,14024,23735,101747,92902,57458,63881,59550,40647,18807,2190,41
A10A,A10A,INSULINS AND ANALOGUES,서울,광진구,2025-07-01,2025,7,14458,245859596,0.04388433088384827,746.2570107783413,329457.0,169520.0,1.94,0.92,0.2580640265649235,157621.0,171836.0,85021,13562,22853,55339,56435,45607,50640,45394,26094,11752,1744,37
A10A,A10A,INSULINS AND ANALOGUES,서울,구로구,2025-07-01,2025,7,18864,272435973,0.049245420442175,711.2078050232209,383061.0,183121.0,2.09,0.96,0.2978246284534317,187219.0,195842.0,114085,19737,27133,46393,61074,54832,59807,57771,38209,15967,2096,42
A10A,A10A,INSULINS AND ANALOGUES,서울,금천구,2025-07-01,2025,7,2267,33554019,0.010195683362641613,150.906993060459,222349.0,120559.0,1.84,1.01,0.30657210061659823,111535.0,110814.0,68166,8435,12040,32031,39264,27460,34953,36746,21126,9089,1178,27
A10A,A10A,INSULINS AND ANALOGUES,서울,노원구,2025-07-01,2025,7,24197,407860532,0.050092745174352644,844.3548248192711,483044.0,215709.0,2.24,0.92,0.2906381199228228,231145.0,251899.0,140391,23118,44402,61702,60758,68917,83756,72087,44196,20665,3352,91
A10A,A10A,INSULINS AND ANALOGUES,서울,도봉구,2025-07-01,2025,7,6294,101705768,0.021065949072214634,340.408091680724,298776.0,137831.0,2.17,0.93,0.3466476557688703,144162.0,154614.0,103570,11961,21229,33660,37077,39464,51815,52766,32672,15813,2249,70
A10A,A10A,INSULINS AND ANALOGUES,서울,동대문구,2025-07-01,2025,7,17841,284047915,0.05214272979947802,830.1683583851858,342157.0,174256.0,1.96,0.95,0.27994458684171303,166780.0,175377.0,95785,17306,22659,55142,52612,47095,51558,48071,30646,15002,2011,55
A10A,A10A,INSULINS AND ANALOGUES,서울,동작구,2025-07-01,2025,7,20260,303942885,0.05466545067967557,820.0974723300002,370618.0,185517.0,2.0,0.93,0.2695605718016934,178785.0,191833.0,99904,17507,25006,60311,61118,50949,55823,49603,32596,15449,2203,53
A10A,A10A,INSULINS AND ANALOGUES,서울,마포구,2025-07-01,2025,7,3435,58323534,0.0096628821550337,164.06795805155787,355484.0,178382.0,1.99,0.87,0.23333258318236544,164986.0,190498.0,82946,18361,25712,55046,64252,54104,55063,42129,25061,13608,2106,42
A10A,A10A,INSULINS AND ANALOGUES,서울,서대문구,2025-07-01,2025,7,29287,413624973,0.09812902490836109,1385.8918727844157,298454.0,144710.0,2.06,0.9,0.27642115702922393,141064.0,157390.0,82499,15328,21674,45253,44600,41916,47184,41257,25267,13876,2046,53
A10A,A10A,INSULINS AND ANALOGUES,서울,서초구,2025-07-01,2025,7,18057,284761092,0.04414299229691705,696.1403716352489,409057.0,170526.0,2.4,0.9,0.23246393534397405,194302.0,214755.0,95091,26333,45273,48012,57163,70376,66809,47713,31821,13392,2108,57
A10A,A10A,INSULINS AND ANALOGUES,서울,성동구,2025-07-01,2025,7,5949,92138079,0.0218436174704878,338.31382621307534,272345.0,131667.0,2.07,0.93,0.2653472617452129,131490.0,140855.0,72266,15629,17206,38073,47622,39215,42334,37942,21921,10840,1531,32
A10A,A10A,INSULINS AND ANALOGUES,서울,성북구,2025-07-01,2025,7,11725,209983801,0.02784843799358239,498.7395191305112,421029.0,197352.0,2.13,0.91,0.2757387258359875,201153.0,219876.0,116094,21617,33920,62895,56661,59644,70198,58180,36617,18565,2668,64
A10A,A10A,INSULINS AND ANALOGUES,서울,송파구,2025-07-01,2025,7,35496,533461218,0.05539161604134709,832.46785441755,640819.0,283767.0,2.26,0.92,0.25197442647611884,306837.0,333982.0,161470,39529,56717,76975,105509,103088,97531,86947,52395,18928,3120,80
A10A,A10A,INSULINS AND ANALOGUES,서울,양천구,2025-07-01,2025,7,9696,155680533,0.022874506343806472,367.2767470828871,423878.0,178221.0,2.38,0.95,0.2713233524740609,206231.0,217647.0,115008,22775,46228,47271,51721,69110,71765,61877,36954,13965,2148,64
A10A,A10A,INSULINS AND ANALOGUES,서울,영등포구,2025-07-01,2025,7,14709,215987020,0.03985876410462079,585.2862655408262,369028.0,190457.0,1.94,0.95,0.25784764299727936,180023.0,189005.0,95153,19869,22281,53188,73565,51720,53252,48412,30272,14285,2133,51
A10A,A10A,INSULINS AND ANALOGUES,서울,용산구,2025-07-01,2025,7,5109,73195545,0.02561711217076069,367.0108605725116,199437.0,101046.0,1.97,0.91,0.2690222977682175,94965.0,104472.0,53653,9888,12541,26638,36973,28522,31222,27707,15808,8562,1529,47
A10A,A10A,INSULINS AND ANALOGUES,서울,은평구,2025-07-01,2025,7,10127,151644447,0.022312310658220876,334.11059652988155,453875.0,212883.0,2.13,0.9,0.299245386945745,214600.0,239275.0,135820,20636,33697,56491,66414,64699,76118,68406,43326,21158,2871,59
A10A,A10A,INSULINS AND ANALOGUES,서울,종로구,2025-07-01,2025,7,43023,642113994,0.31683248521625146,4728.693315462733,135791.0,71209.0,1.91,0.92,0.3010582439189637,65063.0,70728.0,40881,5147,9236,20293,19698,18058,22478,20566,12287,6830,1166,32
A10A,A10A,INSULINS AND ANALOGUES,서울,중구,2025-07-01,2025,7,3530,50520240,0.03018977652723494,432.0665030318062,116927.0,63064.0,1.85,0.92,0.3046345155524387,56082.0,60845.0,35620,4999,5788,15839,21102,15962,17617,17643,11223,5761,975,18
A10A,A10A,INSULINS AND ANALOGUES,서울,중랑구,2025-07-01,2025,7,8225,128951481,0.02192129123734695,343.68182012014734,375206.0,187571.0,2.0,0.95,0.3191127007563845,183154.0,192052.0,119733,16780,23077,45174,58305,50650,61487,63691,37437,16324,2225,56
